Best parameters found: {'max_depth': 5, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}
media: 0.731  desvio: (+/-0.132)  param: {'max_depth': 12, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 4} 
media: 0.673  desvio: (+/-0.139)  param: {'max_depth': 12, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 6} 
media: 0.708  desvio: (+/-0.140)  param: {'max_depth': 12, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 8} 
media: 0.703  desvio: (+/-0.131)  param: {'max_depth': 12, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 10} 
media: 0.657  desvio: (+/-0.182)  param: {'max_depth': 12, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 12} 
media: 0.682  desvio: (+/-0.224)  param: {'max_depth': 12, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 14} 
media: 0.705  desvio: (+/-0.126)  param: {'max_depth': 12, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 16} 
media: 0.752  desvio: (+/-0.095)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 2} 
media: 0.762  desvio: (+/-0.043)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 4} 
media: 0.755  desvio: (+/-0.091)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 6} 
media: 0.730  desvio: (+/-0.081)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 8} 
media: 0.740  desvio: (+/-0.079)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 10} 
media: 0.738  desvio: (+/-0.121)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 12} 
media: 0.695  desvio: (+/-0.102)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 14} 
media: 0.710  desvio: (+/-0.130)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 16} 
media: 0.711  desvio: (+/-0.076)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 2} 
media: 0.720  desvio: (+/-0.058)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 4} 
media: 0.717  desvio: (+/-0.120)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 6} 
media: 0.716  desvio: (+/-0.084)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 8} 
media: 0.703  desvio: (+/-0.084)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 10} 
media: 0.734  desvio: (+/-0.114)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 12} 
media: 0.720  desvio: (+/-0.092)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 14} 
media: 0.731  desvio: (+/-0.087)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 16} 
media: 0.704  desvio: (+/-0.099)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 2} 
media: 0.684  desvio: (+/-0.084)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 4} 
media: 0.723  desvio: (+/-0.150)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 6} 
media: 0.735  desvio: (+/-0.123)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 8} 
media: 0.691  desvio: (+/-0.105)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 10} 
media: 0.714  desvio: (+/-0.113)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 12} 
media: 0.691  desvio: (+/-0.091)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 14} 
media: 0.707  desvio: (+/-0.089)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 16} 
media: 0.711  desvio: (+/-0.137)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 2} 
media: 0.722  desvio: (+/-0.136)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 4} 
media: 0.701  desvio: (+/-0.165)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 6} 
media: 0.726  desvio: (+/-0.045)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 8} 
media: 0.701  desvio: (+/-0.135)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 10} 
media: 0.710  desvio: (+/-0.143)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 12} 
media: 0.708  desvio: (+/-0.141)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 14} 
media: 0.720  desvio: (+/-0.121)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 16} 
media: 0.693  desvio: (+/-0.182)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 2} 
media: 0.690  desvio: (+/-0.143)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 4} 
media: 0.673  desvio: (+/-0.173)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 6} 
media: 0.691  desvio: (+/-0.151)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 8} 
media: 0.685  desvio: (+/-0.106)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 10} 
media: 0.676  desvio: (+/-0.131)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 12} 
media: 0.688  desvio: (+/-0.103)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 14} 
media: 0.680  desvio: (+/-0.120)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 16} 
media: 0.678  desvio: (+/-0.177)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 2} 
media: 0.691  desvio: (+/-0.083)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 4} 
media: 0.704  desvio: (+/-0.116)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 6} 
media: 0.685  desvio: (+/-0.071)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 8} 
media: 0.676  desvio: (+/-0.150)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 10} 
media: 0.703  desvio: (+/-0.103)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 12} 
media: 0.680  desvio: (+/-0.189)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 14} 
media: 0.700  desvio: (+/-0.122)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 16} 
media: 0.718  desvio: (+/-0.169)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 2} 
media: 0.698  desvio: (+/-0.160)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 4} 
media: 0.709  desvio: (+/-0.136)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 6} 
media: 0.704  desvio: (+/-0.162)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 8} 
media: 0.706  desvio: (+/-0.158)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 10} 
media: 0.685  desvio: (+/-0.164)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 12} 
media: 0.726  desvio: (+/-0.156)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 14} 
media: 0.694  desvio: (+/-0.148)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 16} 
media: 0.685  desvio: (+/-0.147)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 2} 
media: 0.658  desvio: (+/-0.187)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 4} 
media: 0.703  desvio: (+/-0.175)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 6} 
media: 0.688  desvio: (+/-0.175)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 8} 
media: 0.691  desvio: (+/-0.154)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 10} 
media: 0.728  desvio: (+/-0.170)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 12} 
media: 0.717  desvio: (+/-0.170)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 14} 
media: 0.703  desvio: (+/-0.128)  param: {'max_depth': 12, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 16} 
Results on the test set: 
 accuracy: 121.000  precision: 0.930  recall: 0.720  f1: 0.720  cm: 
